Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Load_Type
02-01-2018 00:30,3.85,,0.0,0.0,64.1,100.0,1800.0,Light_Load
02-01-2018 00:45,3.28,3.67,0.0,0.0,66.64,100.0,2700.0,Light_Load
02-01-2018 01:00,3.35,3.6,0.0,,68.12,,3600.0,Light_Load
02-01-2018 01:15,3.89,4.72,0.0,0.0,63.6,263.89013593904724,4500.0,Light_Load
02-01-2018 01:30,3.28,3.53,,0.0,68.07,100.0,5400.0,Light_Load
02-01-2018 01:45,3.46,3.96,0.0,0.0,120.59845227127181,229.7779234428559,,Light_Load
02-01-2018 02:00,3.78,4.82,0.0,0.0,61.71,,7200.0,Light_Load
02-01-2018 02:15,3.31,3.53,0.0,0.0,68.4,280.2278656578306,8100.0,Light_Load
02-01-2018 02:30,3.6,4.36,0.0,0.0,63.67,100.0,9000.0,Light_Load
02-01-2018 02:45,3.64,4.39,0.0,0.0,63.83,100.0,9900.0,Light_Load
02-01-2018 03:00,3.28,8.107086715450537,0.0,0.0,66.24,100.0,26606.510956038102,Light_Load
02-01-2018 03:15,3.71,8.80412388184184,0.0,0.0,97.96450529585744,100.0,11700.0,Light_Load
02-01-2018 03:30,3.56,4.03,0.0,0.0,66.21,100.0,,Light_Load
02-01-2018 03:45,3.24,3.49,0.0,0.0,68.04,100.0,13500.0,Light_Load
02-01-2018 04:00,3.89,4.64,0.0,0.0,64.25,100.0,14400.0,Light_Load
02-01-2018 04:15,3.28,8.841886500146401,0.0,0.0,69.22,100.0,15300.0,Light_Load
02-01-2018 04:30,3.28,6.653234170079498,0.0,0.0,68.48,100.0,16200.0,Light_Load
02-01-2018 04:45,3.96,4.68,,0.0,64.59,100.0,17100.0,Light_Load
02-01-2018 05:00,3.24,3.42,0.0,0.0,68.77,100.0,18000.0,Light_Load
02-01-2018 05:15,10.379872233494323,3.78,0.0,0.0,67.52,100.0,18900.0,Light_Load
02-01-2018 05:30,3.67,4.07,0.0,0.0,66.97,100.0,19800.0,Light_Load
02-01-2018 05:45,3.24,3.42,,0.0,68.77,100.0,20700.0,Light_Load
02-01-2018 06:00,3.67,3.96,0.0,0.0,67.97,,21600.0,Light_Load
02-01-2018 06:15,3.53,3.78,0.0,0.0,68.25,100.0,22500.0,Light_Load
02-01-2018 06:30,3.2,3.24,0.0,0.0,70.27,100.0,23400.0,Light_Load
02-01-2018 06:45,3.78,4.07,0.0,0.0,68.05,100.0,24300.0,Light_Load
02-01-2018 07:00,3.35,3.35,0.0,0.0,70.71,100.0,25200.0,Light_Load
02-01-2018 07:15,3.53,3.49,0.0,0.0,71.11,,39426.52159199824,Light_Load
02-01-2018 07:30,6.3,4.57,0.0,0.0,80.95,100.0,27000.0,Light_Load
02-01-2018 07:45,6.05,4.79,0.0,0.0,78.4,100.0,27900.0,Light_Load
02-01-2018 08:00,6.73,4.54,0.0,0.0,128.95042091731062,100.0,28800.0,Light_Load
02-01-2018 08:15,29.02,18.83,0.07,0.0,83.89,100.0,29700.0,Light_Load
02-01-2018 08:30,46.19,28.66,0.0,0.0,84.97,100.0,30600.0,Light_Load
02-01-2018 08:45,52.06,35.32,0.0,0.0,209.5873162600509,100.0,31500.0,Light_Load
02-01-2018 09:00,56.2,,0.11,0.0,97.6,100.0,32400.0,Light_Load
02-01-2018 09:15,56.84,8.32,0.0,0.0,151.62108682743553,100.0,33300.0,Medium_Load
02-01-2018 09:30,51.26,4.54,0.94,0.0,99.61,99.98,34200.0,Medium_Load
02-01-2018 09:45,48.13,2.34,1.15,0.0,99.88,99.97,35100.0,Medium_Load
02-01-2018 10:00,52.81,7.06,0.54,0.0,161.28648153833797,99.99,36000.0,Medium_Load
02-01-2018 10:15,54.79,7.52,0.3460346233547498,0.0,99.07,100.0,36900.0,Maximum_Load
02-01-2018 10:30,,20.692500910372846,0.18082298710596328,0.0,98.79,100.0,,Maximum_Load
02-01-2018 10:45,80.21,32.4,0.0,0.0,92.72,100.0,38700.0,Maximum_Load
02-01-2018 11:00,169.17773028452336,25.49,0.0,0.0,262.3785677742635,100.0,39600.0,Maximum_Load
02-01-2018 11:15,128.52,70.85,0.0,0.0,87.57,100.0,40500.0,Maximum_Load
02-01-2018 11:30,144.47,78.48,0.0,0.0,,100.0,41400.0,Maximum_Load
02-01-2018 11:45,90.86,54.29,0.0,0.0,85.84,100.0,111827.44568816756,Maximum_Load
02-01-2018 12:00,123.3,66.06,0.0,0.0,88.15,100.0,43200.0,Maximum_Load
02-01-2018 12:15,31.533452631322103,5.54,18.9,0.0,96.09,71.3,44100.0,Medium_Load
02-01-2018 12:30,8.46,0.0,25.92,0.0,100.0,31.03,45000.0,Medium_Load
02-01-2018 12:45,8.24,0.0,25.34,0.0,100.0,30.92,45900.0,Medium_Load
02-01-2018 13:00,8.03,0.0,25.49,0.0,100.0,30.05,46800.0,Medium_Load
02-01-2018 13:15,79.67,,6.52,0.0,94.6,99.67,47700.0,Medium_Load
02-01-2018 13:30,97.85,46.8,0.0,0.0,90.21,100.0,48600.0,Medium_Load
02-01-2018 13:45,124.45,49.79,0.0,0.0,92.85,100.0,49500.0,Medium_Load
02-01-2018 14:00,108.61,43.34,0.0,0.0,92.88,100.0,50400.0,Medium_Load
02-01-2018 14:15,123.12,55.26,0.0,0.0,91.23,100.0,51300.0,Medium_Load
02-01-2018 14:30,129.1,53.5,0.0,0.0,92.38,100.0,52200.0,Medium_Load
02-01-2018 14:45,82.08,27.58,0.0,0.0,94.79,100.0,92894.44937733976,Medium_Load
02-01-2018 15:00,143.89,60.91,0.0,0.0,249.15230927918964,100.0,54000.0,Medium_Load
02-01-2018 15:15,86.9,34.27,0.0,0.0,93.03,100.0,54900.0,Medium_Load
02-01-2018 15:30,141.44,62.57,0.0,0.0,91.45,100.0,55800.0,Medium_Load
02-01-2018 15:45,116.53,52.88,0.0,0.0,91.06,100.0,56700.0,Medium_Load
02-01-2018 16:00,129.31,61.16,0.0,0.0,256.87313406592466,100.0,57600.0,Medium_Load
02-01-2018 16:15,136.44,125.49648665486598,0.0,0.0,92.33,100.0,58500.0,Medium_Load
02-01-2018 16:30,85.72,34.85,0.0,0.0,92.64,100.0,59400.0,Medium_Load
02-01-2018 16:45,147.46,65.27,0.0,0.0,91.44,100.0,172574.55836484054,Medium_Load
02-01-2018 17:00,86.94,30.78,0.0,0.0,195.60487191332547,100.0,61200.0,Medium_Load
02-01-2018 17:15,67.25,25.81,0.0,0.0,93.36,100.0,62100.0,Maximum_Load
02-01-2018 17:30,115.78,50.04,0.0,0.0,198.60420793594716,100.0,63000.0,Maximum_Load
02-01-2018 17:45,113.11,34.63,0.0,0.0,95.62,100.0,63900.0,Maximum_Load
02-01-2018 18:00,174.1168398910155,11.74,1.04,0.0,98.85,99.99,64800.0,Maximum_Load
02-01-2018 18:15,41.9,15.23,0.14,0.0,93.98,100.0,157359.1790277054,Maximum_Load
02-01-2018 18:30,37.4,35.326389370960996,0.0,0.0,88.24,100.0,66600.0,Maximum_Load
02-01-2018 18:45,40.25,8.82,0.5,0.0,97.68,99.99,67500.0,Maximum_Load
02-01-2018 19:00,34.92,1.98,1.58,0.0,99.84,99.9,68400.0,Maximum_Load
02-01-2018 19:15,41.36,15.206443850474841,0.43,0.0,98.81,99.99,69300.0,Maximum_Load
02-01-2018 19:30,35.96,2.52,1.37,0.0,99.76,99.93,138653.25999122107,Maximum_Load
02-01-2018 19:45,39.42,11.477384826469104,1.221759222291435,0.0,99.11,99.99,71100.0,Maximum_Load
02-01-2018 20:00,38.16,4.68,0.5,0.0,99.26,99.99,72000.0,Maximum_Load
02-01-2018 20:15,33.23,1.51,3.96,0.0,99.9,99.3,72900.0,Medium_Load
02-01-2018 20:30,25.88,0.0,12.13,0.0,100.0,90.55,73800.0,Medium_Load
02-01-2018 20:45,10.84,0.0,23.22,0.0,100.0,42.3,74700.0,Medium_Load
02-01-2018 21:00,9.29,0.0,23.51,0.0,100.0,36.75,75600.0,Medium_Load
02-01-2018 21:15,6.98,0.0,25.16,0.0,291.61151656655886,26.73,76500.0,Medium_Load
02-01-2018 21:30,14.686102869356825,0.0,26.5,0.0,100.0,18.93,77400.0,Medium_Load
02-01-2018 21:45,5.08,0.0,26.42,0.0,100.0,18.88,78300.0,Medium_Load
02-01-2018 22:00,5.04,0.0,26.46,0.0,100.0,18.71,211662.16355628057,Medium_Load
02-01-2018 22:15,4.93,5.405065859699215,15.44,0.0,93.69,30.42,80100.0,Maximum_Load
02-01-2018 22:30,13.163588106820592,5.22,0.0,0.0,66.44,286.98525251145287,81000.0,Maximum_Load
02-01-2018 22:45,4.68,13.70329944029384,0.0,0.0,67.04,100.0,81900.0,Maximum_Load
02-01-2018 23:00,4.68,5.11,0.0,0.0,67.54,100.0,82800.0,Maximum_Load
02-01-2018 23:15,4.57,4.54,0.0,0.0,70.94,183.38840519755334,83700.0,Light_Load
02-01-2018 23:30,4.57,4.25,0.0,0.0,73.23,100.0,84600.0,Light_Load
02-01-2018 23:45,4.54,4.25,0.0,0.0,73.0,100.0,85500.0,Light_Load
02-01-2018 00:00,4.61,4.21,0.0,0.0,73.84,100.0,0.0,Light_Load
03-01-2018 00:15,4.61,4.61,0.0,0.0,70.71,100.0,1630.5563489804804,Light_Load
03-01-2018 00:30,4.61,4.54,0.0,0.0,71.25,100.0,1800.0,Light_Load
03-01-2018 00:45,4.57,8.379135012059297,0.0,0.0,71.25,100.0,2700.0,Light_Load
03-01-2018 01:00,4.57,,0.0,0.0,70.4,100.0,6365.583601440176,Light_Load
03-01-2018 01:15,4.64,4.46,0.0,0.0,72.1,100.0,4500.0,Light_Load
03-01-2018 01:30,4.64,4.57,0.0,0.0,71.25,100.0,5400.0,Light_Load
03-01-2018 01:45,,4.79,0.0,0.0,69.34,100.0,6300.0,Light_Load
03-01-2018 02:00,4.57,4.5,0.0,0.0,71.25,100.0,7200.0,Light_Load
03-01-2018 02:15,4.61,4.39,0.0,0.0,72.42,100.0,8100.0,Light_Load
03-01-2018 02:30,9.37047751378704,4.75,0.0,0.0,69.88,100.0,19440.372485035346,Light_Load
03-01-2018 02:45,4.64,4.75,0.0,0.0,69.88,100.0,9900.0,Light_Load
03-01-2018 03:00,4.57,4.75,,0.0,69.33,100.0,10800.0,Light_Load
03-01-2018 03:15,4.64,5.11,0.0,0.0,67.22,100.0,11700.0,Light_Load
03-01-2018 03:30,4.64,4.72,0.0,0.0,136.41014218829957,100.0,30473.831472648057,Light_Load
03-01-2018 03:45,4.68,4.68,0.0,0.0,70.71,220.99059797414878,13500.0,Light_Load
03-01-2018 04:00,4.57,4.46,0.0,0.0,71.57,100.0,14400.0,Light_Load
03-01-2018 04:15,13.128876215520176,4.32,0.0,0.0,72.44,100.0,15300.0,Light_Load
03-01-2018 04:30,4.61,4.46,0.0,0.0,164.07954241747942,194.83126049258433,16200.0,Light_Load
03-01-2018 04:45,4.57,4.32,0.0,0.0,72.67,100.0,40417.188111298616,Light_Load
03-01-2018 05:00,4.61,4.32,0.0,0.0,72.97,100.0,,Light_Load
03-01-2018 05:15,,11.784353057603434,0.0,0.0,73.89,100.0,18900.0,Light_Load
03-01-2018 05:30,4.57,12.115306410087488,0.0,0.0,73.55,100.0,19800.0,Light_Load
03-01-2018 05:45,4.57,4.43,0.0,0.0,71.8,100.0,20700.0,Light_Load
03-01-2018 06:00,4.57,4.5,0.0,0.0,151.6661228672281,100.0,21600.0,Light_Load
03-01-2018 06:15,10.356541508207568,4.61,0.0,,70.94,100.0,22500.0,Light_Load
03-01-2018 06:30,4.57,,0.0,0.0,158.4603598366534,,23400.0,Light_Load
03-01-2018 06:45,4.61,4.54,0.0,0.0,71.25,100.0,24300.0,Light_Load
03-01-2018 07:00,4.54,4.28,0.0,0.0,72.76,100.0,25200.0,Light_Load
03-01-2018 07:15,4.46,4.18,0.0,0.0,72.96,100.0,26100.0,Light_Load
03-01-2018 07:30,6.12,4.25,0.0,0.0,82.14,100.0,68879.90180683888,Light_Load
03-01-2018 07:45,7.92,4.68,0.0,0.0,86.09,100.0,27900.0,Light_Load
03-01-2018 08:00,9.58,4.36,0.0,0.0,222.46889361205163,100.0,28800.0,Light_Load
03-01-2018 08:15,37.01,21.56,0.0,0.02,86.41,184.48171543668929,29700.0,Light_Load
03-01-2018 08:30,,35.86,0.0,0.03,90.13,100.0,30600.0,Light_Load
03-01-2018 08:45,109.48,53.32,,0.05,89.9,100.0,31500.0,Light_Load
03-01-2018 09:00,105.08,31.82,0.0,0.05,95.71,295.0609267373623,32400.0,Light_Load
03-01-2018 09:15,121.79,41.26,0.0,0.06,94.71,100.0,33300.0,Medium_Load
03-01-2018 09:30,114.48,30.24,0.0,0.05,96.68,100.0,34200.0,Medium_Load
03-01-2018 09:45,,21.96,0.0,0.06716587721322066,95.89,100.0,35100.0,Medium_Load
03-01-2018 10:00,54.32,7.13,0.09061944174313535,0.02,99.15,100.0,36000.0,Medium_Load
03-01-2018 10:15,75.17,54.01234885560698,0.0,0.03,94.87,100.0,36900.0,Maximum_Load
03-01-2018 10:30,58.07,12.24,0.0,0.07243845189711645,97.85,100.0,37800.0,Maximum_Load
03-01-2018 10:45,67.03,15.08,,0.03,97.56,100.0,38700.0,Maximum_Load
03-01-2018 11:00,74.59,,0.04,0.03,,100.0,39600.0,Maximum_Load
03-01-2018 11:15,57.56,23.9,0.0,0.03,92.36,100.0,40500.0,Maximum_Load
03-01-2018 11:30,78.62,48.06,0.0,0.04,85.32,,41400.0,Maximum_Load
03-01-2018 11:45,122.59873400856569,44.17,0.0,0.03,84.28,100.0,42300.0,Maximum_Load
03-01-2018 12:00,74.05,44.78,0.0,0.03,85.57,100.0,43200.0,Maximum_Load
03-01-2018 12:15,11.27,0.5,20.45,0.01,99.9,117.00072734924933,44100.0,Medium_Load
03-01-2018 12:30,8.21,0.0,26.21,0.0,100.0,72.22950595616192,45000.0,Medium_Load
03-01-2018 12:45,22.532873139188847,0.0,25.56,0.0,273.0423489668812,30.34,45900.0,Medium_Load
03-01-2018 13:00,7.7,0.0,25.74,0.0,100.0,28.66,46800.0,Medium_Load
03-01-2018 13:15,51.26,21.38,6.08,0.02,92.29,99.3,47700.0,Medium_Load
03-01-2018 13:30,128.82443223457994,13.64,0.0,0.02,96.81,100.0,48600.0,Medium_Load
03-01-2018 13:45,55.84,17.24,0.0,0.03,95.55,100.0,49500.0,Medium_Load
03-01-2018 14:00,57.2,17.32,0.0,0.03,95.71,100.0,50400.0,Medium_Load
03-01-2018 14:15,76.57,30.6,0.0,0.04,92.86,,51300.0,Medium_Load
03-01-2018 14:30,61.13,20.45,0.0,0.03,94.83,100.0,52200.0,Medium_Load
03-01-2018 14:45,66.74,,0.0,0.07478040448179112,92.98,100.0,53100.0,Medium_Load
03-01-2018 15:00,55.8,16.42,,0.03,95.93,100.0,96432.38963780526,Medium_Load
03-01-2018 15:15,57.46,47.626265304929696,0.0,0.05411505956574911,95.31,100.0,54900.0,Medium_Load
03-01-2018 15:30,71.28,28.08,0.0,0.03,93.04,193.39676337432934,55800.0,Medium_Load
03-01-2018 15:45,73.15,28.62,0.0,0.03,93.13,100.0,56700.0,Medium_Load
03-01-2018 16:00,68.98,25.81,0.0,0.03,93.66,166.68739698721114,57600.0,Medium_Load
03-01-2018 16:15,85.0,27.79,0.0,0.04,95.05,100.0,58500.0,Medium_Load
03-01-2018 16:30,116.53,41.9,0.0,0.05,94.1,100.0,59400.0,Medium_Load
03-01-2018 16:45,118.62,39.06,0.0,0.05,94.98,100.0,60300.0,Medium_Load
03-01-2018 17:00,105.05,35.64,0.0,0.05,94.7,100.0,61200.0,Medium_Load
03-01-2018 17:15,140.51,52.96,0.0,0.06,93.57,100.0,62100.0,Maximum_Load
03-01-2018 17:30,114.01,41.15,0.0,0.05,94.06,100.0,63000.0,Maximum_Load
03-01-2018 17:45,125.96,39.2,0.0,0.06,95.48,100.0,63900.0,Maximum_Load
03-01-2018 18:00,73.62,13.25,1.69,0.03,98.42,,64800.0,Maximum_Load
03-01-2018 18:15,36.22,12.74,0.54,0.02,94.33,99.99,65700.0,Maximum_Load
03-01-2018 18:30,39.82,18.43,0.0,0.02,90.75,100.0,66600.0,Maximum_Load
03-01-2018 18:45,37.08,4.18,1.94,0.02,99.37,99.86,67500.0,Maximum_Load
03-01-2018 19:00,42.98,5.47,0.18,0.02,99.2,100.0,68400.0,Maximum_Load
03-01-2018 19:15,37.94,0.86,1.58,0.02,99.97,99.91,69300.0,Maximum_Load
03-01-2018 19:30,39.71,3.74,2.116780991578133,0.02,168.8424189512535,99.98,70200.0,Maximum_Load
03-01-2018 19:45,43.2,5.69,0.18,0.02,99.14,100.0,175339.03726876192,Maximum_Load
03-01-2018 20:00,37.33,1.19,1.66,0.02,99.95,99.9,72000.0,Maximum_Load
03-01-2018 20:15,41.0,5.62,0.54,0.02,99.07,99.99,72900.0,Medium_Load
03-01-2018 20:30,37.3,2.88,1.22,0.047854164740843565,99.7,99.95,73800.0,Medium_Load
03-01-2018 20:45,32.72,5.8505212138337965,6.98,0.02,99.81,97.8,74700.0,Medium_Load
03-01-2018 21:00,9.83,0.0,23.83,0.0,100.0,38.13,75600.0,Medium_Load
03-01-2018 21:15,7.96,0.0,24.8,0.0,100.0,30.56,76500.0,Medium_Load
03-01-2018 21:30,5.44,0.0,26.82,0.0,100.0,19.88,77400.0,Medium_Load
03-01-2018 21:45,5.11,0.0,26.78,0.0,100.0,33.63600481012315,78300.0,Medium_Load
03-01-2018 22:00,5.18,0.0,26.78,0.0,100.0,18.99,79200.0,Medium_Load
03-01-2018 22:15,4.97,1.91,15.16,0.0,93.34,31.15,205034.35338147724,Maximum_Load
03-01-2018 22:30,,5.26,0.0,0.0,161.61509096847175,100.0,219828.76574535223,Maximum_Load
03-01-2018 22:45,4.64,5.15,,0.0,66.94,100.0,141532.66172885042,Maximum_Load
03-01-2018 23:00,4.64,4.97,0.0,0.0,68.24,100.0,143806.2790174159,Maximum_Load
03-01-2018 23:15,4.72,4.39,0.0,0.0,126.69787322839203,100.0,83700.0,Light_Load
03-01-2018 23:30,4.61,4.25,0.0,0.0,73.52,100.0,84600.0,Light_Load
03-01-2018 23:45,4.57,4.43,0.0,0.0,71.8,100.0,85500.0,Light_Load
03-01-2018 00:00,4.57,4.5,0.0,0.0,,100.0,0.0,Light_Load
